,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
1099,3,Unidade da Federação,38,Reais,1709.61,12,Acre,51,Custo de projeto m²,202504,abril 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",788,Baixo
1100,3,Unidade da Federação,38,Reais,1470.34,12,Acre,51,Custo de projeto m²,202504,abril 2025,7088,"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha",789,Mínimo
1101,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1102,3,Unidade da Federação,38,Reais,2334.27,12,Acre,51,Custo de projeto m²,202504,abril 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1103,3,Unidade da Federação,38,Reais,1739.78,12,Acre,51,Custo de projeto m²,202504,abril 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1104,3,Unidade da Federação,38,Reais,1516.57,12,Acre,51,Custo de projeto m²,202504,abril 2025,7089,"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1105,3,Unidade da Federação,38,Reais,2367.03,12,Acre,51,Custo de projeto m²,202504,abril 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1106,3,Unidade da Federação,38,Reais,1999.95,12,Acre,51,Custo de projeto m²,202504,abril 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1107,3,Unidade da Federação,38,Reais,1451.11,12,Acre,51,Custo de projeto m²,202504,abril 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1108,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7090,"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1109,3,Unidade da Federação,38,Reais,2247.24,12,Acre,51,Custo de projeto m²,202504,abril 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1110,3,Unidade da Federação,38,Reais,1908.88,12,Acre,51,Custo de projeto m²,202504,abril 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1111,3,Unidade da Federação,38,Reais,1367.55,12,Acre,51,Custo de projeto m²,202504,abril 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1112,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7091,"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1113,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",786,Alto
1114,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",787,Normal
1115,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",788,Baixo
1116,3,Unidade da Federação,38,Reais,2735.90,12,Acre,51,Custo de projeto m²,202504,abril 2025,7092,"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária",789,Mínimo
1117,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",786,Alto
1118,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",787,Normal
1119,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",788,Baixo
1120,3,Unidade da Federação,38,Reais,3432.87,12,Acre,51,Custo de projeto m²,202504,abril 2025,7093,"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária",789,Mínimo
1121,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",786,Alto
1122,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",787,Normal
1123,3,Unidade da Federação,38,Reais,2121.05,12,Acre,51,Custo de projeto m²,202504,abril 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",788,Baixo
1124,3,Unidade da Federação,38,Reais,1879.30,12,Acre,51,Custo de projeto m²,202504,abril 2025,7094,"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro",789,Mínimo
1125,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7095,"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro",786,Alto
1126,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7095,"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro",787,Normal
1127,3,Unidade da Federação,38,Reais,2104.96,12,Acre,51,Custo de projeto m²,202504,abril 2025,7095,"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro",788,Baixo
1128,3,Unidade da Federação,38,Reais,1862.48,12,Acre,51,Custo de projeto m²,202504,abril 2025,7095,"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro",789,Mínimo
1129,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7096,"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",786,Alto
1130,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7096,"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",787,Normal
1131,3,Unidade da Federação,38,Reais,1895.66,12,Acre,51,Custo de projeto m²,202504,abril 2025,7096,"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",788,Baixo
1132,3,Unidade da Federação,38,Reais,1657.54,12,Acre,51,Custo de projeto m²,202504,abril 2025,7096,"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",789,Mínimo
1133,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7097,"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",786,Alto
1134,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7097,"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",787,Normal
1135,3,Unidade da Federação,38,Reais,1937.47,12,Acre,51,Custo de projeto m²,202504,abril 2025,7097,"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",788,Baixo
1136,3,Unidade da Federação,38,Reais,1696.03,12,Acre,51,Custo de projeto m²,202504,abril 2025,7097,"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro",789,Mínimo
1137,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7098,"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",786,Alto
1138,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7098,"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",787,Normal
1139,3,Unidade da Federação,38,Reais,1709.28,12,Acre,51,Custo de projeto m²,202504,abril 2025,7098,"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",788,Baixo
1140,3,Unidade da Federação,38,Reais,1481.78,12,Acre,51,Custo de projeto m²,202504,abril 2025,7098,"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",789,Mínimo
1141,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7099,"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",786,Alto
1142,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7099,"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",787,Normal
1143,3,Unidade da Federação,38,Reais,1827.73,12,Acre,51,Custo de projeto m²,202504,abril 2025,7099,"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",788,Baixo
1144,3,Unidade da Federação,38,Reais,1596.10,12,Acre,51,Custo de projeto m²,202504,abril 2025,7099,"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro",789,Mínimo
1145,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7100,"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro",786,Alto
1146,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7100,"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro",787,Normal
1147,3,Unidade da Federação,38,Reais,1715.06,12,Acre,51,Custo de projeto m²,202504,abril 2025,7100,"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro",788,Baixo
1148,3,Unidade da Federação,38,Reais,1533.49,12,Acre,51,Custo de projeto m²,202504,abril 2025,7100,"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro",789,Mínimo
1149,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7101,"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha",786,Alto
1150,3,Unidade da Federação,38,Reais,2534.06,12,Acre,51,Custo de projeto m²,202504,abril 2025,7101,"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha",787,Normal
1151,3,Unidade da Federação,38,Reais,1848.89,12,Acre,51,Custo de projeto m²,202504,abril 2025,7101,"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha",788,Baixo
1152,3,Unidade da Federação,38,Reais,1602.80,12,Acre,51,Custo de projeto m²,202504,abril 2025,7101,"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha",789,Mínimo
1153,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7102,"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha",786,Alto
1154,3,Unidade da Federação,38,Reais,2164.40,12,Acre,51,Custo de projeto m²,202504,abril 2025,7102,"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha",787,Normal
1155,3,Unidade da Federação,38,Reais,1703.53,12,Acre,51,Custo de projeto m²,202504,abril 2025,7102,"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha",788,Baixo
1156,3,Unidade da Federação,38,Reais,1503.41,12,Acre,51,Custo de projeto m²,202504,abril 2025,7102,"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha",789,Mínimo
1157,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7103,"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1158,3,Unidade da Federação,38,Reais,1873.40,12,Acre,51,Custo de projeto m²,202504,abril 2025,7103,"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1159,3,Unidade da Federação,38,Reais,1485.96,12,Acre,51,Custo de projeto m²,202504,abril 2025,7103,"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1160,3,Unidade da Federação,38,Reais,1307.00,12,Acre,51,Custo de projeto m²,202504,abril 2025,7103,"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1161,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7104,"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço",786,Alto
1162,3,Unidade da Federação,38,Reais,1690.26,12,Acre,51,Custo de projeto m²,202504,abril 2025,7104,"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço",787,Normal
1163,3,Unidade da Federação,38,Reais,1384.70,12,Acre,51,Custo de projeto m²,202504,abril 2025,7104,"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço",788,Baixo
1164,3,Unidade da Federação,38,Reais,1211.93,12,Acre,51,Custo de projeto m²,202504,abril 2025,7104,"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço",789,Mínimo
1165,3,Unidade da Federação,38,Reais,2522.02,12,Acre,51,Custo de projeto m²,202504,abril 2025,7105,"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1166,3,Unidade da Federação,38,Reais,2109.97,12,Acre,51,Custo de projeto m²,202504,abril 2025,7105,"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1167,3,Unidade da Federação,38,Reais,1727.12,12,Acre,51,Custo de projeto m²,202504,abril 2025,7105,"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1168,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7105,"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1169,3,Unidade da Federação,38,Reais,2252.04,12,Acre,51,Custo de projeto m²,202504,abril 2025,7106,"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1170,3,Unidade da Federação,38,Reais,1893.61,12,Acre,51,Custo de projeto m²,202504,abril 2025,7106,"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1171,3,Unidade da Federação,38,Reais,1566.53,12,Acre,51,Custo de projeto m²,202504,abril 2025,7106,"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1172,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7106,"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1173,3,Unidade da Federação,38,Reais,2354.15,12,Acre,51,Custo de projeto m²,202504,abril 2025,7107,"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1174,3,Unidade da Federação,38,Reais,1886.60,12,Acre,51,Custo de projeto m²,202504,abril 2025,7107,"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1175,3,Unidade da Federação,38,Reais,1535.23,12,Acre,51,Custo de projeto m²,202504,abril 2025,7107,"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1176,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7107,"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1177,3,Unidade da Federação,38,Reais,2194.05,12,Acre,51,Custo de projeto m²,202504,abril 2025,7108,"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1178,3,Unidade da Federação,38,Reais,1759.74,12,Acre,51,Custo de projeto m²,202504,abril 2025,7108,"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1179,3,Unidade da Federação,38,Reais,1443.43,12,Acre,51,Custo de projeto m²,202504,abril 2025,7108,"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1180,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7108,"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1181,3,Unidade da Federação,38,Reais,1886.26,12,Acre,51,Custo de projeto m²,202504,abril 2025,7109,"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
1182,3,Unidade da Federação,38,Reais,1545.64,12,Acre,51,Custo de projeto m²,202504,abril 2025,7109,"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
1183,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7109,"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1184,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7109,"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1185,3,Unidade da Federação,38,Reais,2461.15,12,Acre,51,Custo de projeto m²,202504,abril 2025,7110,"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1186,3,Unidade da Federação,38,Reais,2006.27,12,Acre,51,Custo de projeto m²,202504,abril 2025,7110,"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1187,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7110,"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1188,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7110,"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1189,3,Unidade da Federação,38,Reais,2178.19,12,Acre,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1190,3,Unidade da Federação,38,Reais,1782.54,12,Acre,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1191,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1192,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7111,"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1193,3,Unidade da Federação,38,Reais,2196.94,12,Acre,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
1194,3,Unidade da Federação,38,Reais,1812.35,12,Acre,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
1195,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1196,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7112,"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1197,3,Unidade da Federação,38,Reais,2532.73,12,Acre,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1198,3,Unidade da Federação,38,Reais,2083.13,12,Acre,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1199,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1200,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7113,"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1201,3,Unidade da Federação,38,Reais,2179.23,12,Acre,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",786,Alto
1202,3,Unidade da Federação,38,Reais,1799.43,12,Acre,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",787,Normal
1203,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",788,Baixo
1204,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7114,"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada",789,Mínimo
1205,3,Unidade da Federação,38,Reais,2140.76,12,Acre,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",786,Alto
1206,3,Unidade da Federação,38,Reais,1726.51,12,Acre,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",787,Normal
1207,3,Unidade da Federação,38,Reais,-,12,Acre,51,Custo de projeto m²,202504,abril 2025,7115,"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada",788,Baixo
